magnet_depth,magnet_angle,angle_margin,irms,degel,degmech,magnet_width,x,y,magarea,torque_airgap,flux_a,flux_b,flux_c
0.1,6.753333333333333,0.2,16.970562748477143,90.0,22.5,6.091049530793839,0.1,6.753333333333333,2.436419812317552e-06,-0.2427234908530572,-0.0005076418825566273,-0.0006152346206401017,0.001123617646982845
0.1,6.753333333333333,0.2,16.970562748477143,99.0,24.75,6.091049530793839,0.1,6.753333333333333,2.436419812317552e-06,-0.2379434888648309,-0.0006676076067108157,-0.0004434616503017471,0.001111795810367878
0.1,6.753333333333333,0.2,16.970562748477143,108.0,27.0,6.091049530793839,0.1,6.753333333333333,2.436419812317552e-06,-0.2001977831938362,-0.000818541022973576,-0.0002591861750457149,0.001078367829933303
0.1,6.753333333333333,0.2,16.970562748477143,117.0,29.25,6.091049530793839,0.1,6.753333333333333,2.436419812317552e-06,-0.1702879194055381,-0.0009451162031740518,-8.30349051658122e-05,0.001028381176533537
0.1,6.753333333333333,0.2,16.970562748477143,126.0,31.5,6.091049530793839,0.1,6.753333333333333,2.436419812317552e-06,-0.1944108328165044,-0.001040112979765366,8.241155605064972e-05,0.0009572664914816444
0.1,6.753333333333333,0.2,16.970562748477143,135.0,33.75,6.091049530793839,0.1,6.753333333333333,2.436419812317552e-06,-0.2307908914155147,-0.0010957236628687,0.0002419676959322901,0.0008530637435535748
0.1,6.753333333333333,0.2,16.970562748477143,144.0,36.0,6.091049530793839,0.1,6.753333333333333,2.436419812317552e-06,-0.2408025720298424,-0.001119542396790078,0.0004004037154174389,0.0007183999408647988
0.1,6.753333333333333,0.2,16.970562748477143,153.0,38.25,6.091049530793839,0.1,6.753333333333333,2.436419812317552e-06,-0.2424144426953535,-0.00112235889033776,0.0005612607842480459,0.0005603401266020415
0.1,6.753333333333333,0.2,16.970562748477143,162.0,40.5,6.091049530793839,0.1,6.753333333333333,2.436419812317552e-06,-0.2308007287253253,-0.001102964705060024,0.0007195198200580712,0.0003826867573148666
0.1,6.753333333333333,0.2,16.970562748477143,171.0,42.75,6.091049530793839,0.1,6.753333333333333,2.436419812317552e-06,-0.1832825445909146,-0.001063601946217879,0.000863770163650043,0.0001992074960629206
0.1,6.753333333333333,0.2,16.970562748477143,180.0,45.0,6.091049530793839,0.1,6.753333333333333,2.436419812317552e-06,-0.1737195789137383,-0.001007728362468426,0.0009801110065574584,2.751101259737919e-05
0.1,6.753333333333333,0.2,16.970562748477143,189.0,47.25,6.091049530793839,0.1,6.753333333333333,2.436419812317552e-06,-0.2094187784848562,-0.0009264508732046226,0.001062822706868017,-0.0001359407405135893
0.1,6.753333333333333,0.2,16.970562748477143,198.0,49.5,6.091049530793839,0.1,6.753333333333333,2.436419812317552e-06,-0.2356638672324026,-0.0008109270364969664,0.001105608392597859,-0.00029412625111512
0.1,6.753333333333333,0.2,16.970562748477143,207.0,51.75,6.091049530793839,0.1,6.753333333333333,2.436419812317552e-06,-0.2420875198126371,-0.0006680299193033966,0.001122307136086627,-0.0004537075236875521
0.1,6.753333333333333,0.2,16.970562748477143,216.0,54.0,6.091049530793839,0.1,6.753333333333333,2.436419812317552e-06,-0.2411293500305481,-0.0005028467662759028,0.001117928273516969,-0.0006145124076353101
0.1,6.753333333333333,0.2,16.970562748477143,225.0,56.25,6.091049530793839,0.1,6.753333333333333,2.436419812317552e-06,-0.2181732265714902,-0.0003207196375178646,0.001091259900977675,-0.0007700003315200568
0.1,6.753333333333333,0.2,16.970562748477143,234.0,58.5,6.091049530793839,0.1,6.753333333333333,2.436419812317552e-06,-0.1732886375686187,-0.0001401002502048605,0.001046517157363367,-0.0009061195438783335
0.1,6.753333333333333,0.2,16.970562748477143,243.0,60.75,6.091049530793839,0.1,6.753333333333333,2.436419812317552e-06,-0.1818944325410369,2.818826785642579e-05,0.0009837171721882195,-0.001012217081333028
0.1,6.753333333333333,0.2,16.970562748477143,252.0,63.0,6.091049530793839,0.1,6.753333333333333,2.436419812317552e-06,-0.2223253063035711,0.0001897019300025004,0.0008912739689835326,-0.001081670179631852
0.1,6.753333333333333,0.2,16.970562748477143,261.0,65.25,6.091049530793839,0.1,6.753333333333333,2.436419812317552e-06,-0.238725664804636,0.0003475184824135028,0.0007656746291769159,-0.00111393597333273
0.1,6.753333333333333,0.2,16.970562748477143,270.0,67.5,6.091049530793839,0.1,6.753333333333333,2.436419812317552e-06,-0.2426870432915315,0.0005079607987325032,0.0006150682824779724,-0.001123771044362249
0.1,0.1,0.2,16.970562748477143,90.0,22.5,6.186723189482315,0.1,0.1,2.474689275792943e-06,-0.2378809284966862,-0.0005128959278490612,-0.0005637185581613159,0.001077330021960176
0.1,0.1,0.2,16.970562748477143,99.0,24.75,6.186723189482315,0.1,0.1,2.474689275792943e-06,-0.2292106509797763,-0.0006718488462425451,-0.0003989827386511296,0.001071574690867681
0.1,0.1,0.2,16.970562748477143,108.0,27.0,6.186723189482315,0.1,0.1,2.474689275792943e-06,-0.1951395902835784,-0.0008187957920865326,-0.0002256852699628302,0.001045138118343246
0.1,0.1,0.2,16.970562748477143,117.0,29.25,6.186723189482315,0.1,0.1,2.474689275792943e-06,-0.1750505995107255,-0.0009348427304516114,-6.08512186677258e-05,0.0009959584886314221
0.1,0.1,0.2,16.970562748477143,126.0,31.5,6.186723189482315,0.1,0.1,2.474689275792943e-06,-0.2066079544614425,-0.00101401804482401,9.564450487000935e-05,0.0009180387826026436
