magnet_depth,ratio,angle,magangle,halbach_side,create_by_angle,irms,degel,degmech,ratio_inner,ratio_outer,x,y,magarea,torque_airgap,flux_a,flux_b,flux_c
5,0.25,-20.0,-45.0,A,True,16.970562748477143,90.0,22.5,0.0062096503007499,0.49379034969925,-20.0,-45.0,0.0001068153044548,-0.8692188511392498,-0.0025592216005854,0.0009309067721487,0.0016368969678308
5,0.25,-20.0,-45.0,A,True,16.970562748477143,108.0,27.0,0.0062096503007499,0.49379034969925,-20.0,-45.0,0.0001068153044548,-1.422076130974168,-0.0024984898688179,0.0015241449278267,0.0009829362209725
5,0.25,-20.0,-45.0,A,True,16.970562748477143,126.0,31.5,0.0062096503007499,0.49379034969925,-20.0,-45.0,0.0001068153044548,-0.95579342677974,-0.0022215884522388,0.0021549685339228,6.87146633443222e-05
5,0.25,-20.0,-45.0,A,True,16.970562748477143,144.0,36.0,0.0062096503007499,0.49379034969925,-20.0,-45.0,0.0001068153044548,-0.6565616575329641,-0.0018037844964029,0.002515262693121,-0.0007176636145181
5,0.25,-20.0,-45.0,A,True,16.970562748477143,162.0,40.5,0.0062096503007499,0.49379034969925,-20.0,-45.0,0.0001068153044548,-1.318489992819578,-0.0012345205714659,0.0025494066923063,-0.0013246435767846
5,0.25,-20.0,-45.0,A,True,16.970562748477143,180.0,45.0,0.0062096503007499,0.49379034969925,-20.0,-45.0,0.0001068153044548,-1.210251199298334,-0.0003811853285646,0.0023310345254433,-0.001953878375594
5,0.25,-20.0,-45.0,A,True,16.970562748477143,198.0,49.5,0.0062096503007499,0.49379034969925,-20.0,-45.0,0.0001068153044548,-0.6032612156124791,0.0004829713327516,0.0019570171145462,-0.0024366445785965
5,0.25,-20.0,-45.0,A,True,16.970562748477143,216.0,54.0,0.0062096503007499,0.49379034969925,-20.0,-45.0,0.0001068153044548,-1.129590563748004,0.0011297996929943,0.0014491850817529,-0.0025691949638642
5,0.25,-20.0,-45.0,A,True,16.970562748477143,234.0,58.5,0.0062096503007499,0.49379034969925,-20.0,-45.0,0.0001068153044548,-1.382245848979437,0.001736276618085,0.0006929364861598,-0.002422687801366
5,0.25,-20.0,-45.0,A,True,16.970562748477143,252.0,63.0,0.0062096503007499,0.49379034969925,-20.0,-45.0,0.0001068153044548,-0.7155818407837556,0.0023195482396289,-0.0002231018374018,-0.0020965955837947
5,0.25,-20.0,-45.0,A,True,16.970562748477143,270.0,67.5,0.0062096503007499,0.49379034969925,-20.0,-45.0,0.0001068153044548,-0.8683163346015436,0.002559158916949,-0.0009313713367016,-0.0016363648865165
5,0.25,-20.0,-39.0,A,True,16.970562748477143,90.0,22.5,0.0062096503007499,0.49379034969925,-20.0,-39.0,0.0001068153044548,-0.9046628458741468,-0.0026157117300786,0.0009630349626752,0.0016652121986555
5,0.25,-20.0,-39.0,A,True,16.970562748477143,108.0,27.0,0.0062096503007499,0.49379034969925,-20.0,-39.0,0.0001068153044548,-1.426836797971071,-0.0025526728552649,0.001576386073785,0.0009877961033364
5,0.25,-20.0,-39.0,A,True,16.970562748477143,126.0,31.5,0.0062096503007499,0.49379034969925,-20.0,-39.0,0.0001068153044548,-0.9858304614847976,-0.0022737891271775,0.0022168046282927,5.938487109326078e-05
5,0.25,-20.0,-39.0,A,True,16.970562748477143,144.0,36.0,0.0062096503007499,0.49379034969925,-20.0,-39.0,0.0001068153044548,-0.6929358759662724,-0.0018392090685018,0.0025722706426247,-0.0007425619696932
5,0.25,-20.0,-39.0,A,True,16.970562748477143,162.0,40.5,0.0062096503007499,0.49379034969925,-20.0,-39.0,0.0001068153044548,-1.335920185614911,-0.0012464672172758,0.0026041281321295,-0.0013711135948601
5,0.25,-20.0,-39.0,A,True,16.970562748477143,180.0,45.0,0.0062096503007499,0.49379034969925,-20.0,-39.0,0.0001068153044548,-1.220978511243523,-0.0003753593171915,0.0023828461144185,-0.0020130490889357
5,0.25,-20.0,-39.0,A,True,16.970562748477143,198.0,49.5,0.0062096503007499,0.49379034969925,-20.0,-39.0,0.0001068153044548,-0.6461953954059754,0.0005015761852929,0.0019994296231363,-0.0024953166254243
5,0.25,-20.0,-39.0,A,True,16.970562748477143,216.0,54.0,0.0062096503007499,0.49379034969925,-20.0,-39.0,0.0001068153044548,-1.15860854868071,0.0011695605048604,0.0014695556684196,-0.0026253138881846
5,0.25,-20.0,-39.0,A,True,16.970562748477143,234.0,58.5,0.0062096503007499,0.49379034969925,-20.0,-39.0,0.0001068153044548,-1.382183496387216,0.0017924886042081,0.0006921519887403,-0.0024759378960314
5,0.25,-20.0,-39.0,A,True,16.970562748477143,252.0,63.0,0.0062096503007499,0.49379034969925,-20.0,-39.0,0.0001068153044548,-0.7585421392575797,0.0023789897189947,-0.0002357528602196,-0.0021447147965704
5,0.25,-20.0,-39.0,A,True,16.970562748477143,270.0,67.5,0.0062096503007499,0.49379034969925,-20.0,-39.0,0.0001068153044548,-0.9035053868370758,0.0026156183402841,-0.0009635500604599,-0.0016645956572162
5,0.25,-20.0,-27.0,A,True,16.970562748477143,90.0,22.5,0.0062096503007499,0.49379034969925,-20.0,-27.0,0.0001068153044548,-0.9854948560230208,-0.0027137816533357,0.0010190661850272,0.0017159272562004
5,0.25,-20.0,-27.0,A,True,16.970562748477143,108.0,27.0,0.0062096503007499,0.49379034969925,-20.0,-27.0,0.0001068153044548,-1.398376457698726,-0.0026512864505798,0.0016795024857215,0.0009903688609011
