degel,degmech,irms,magnet_depth,i,magnet_width,magarea,torque_airgap,flux_a,flux_b,flux_c
0.0,45.0,16.970562748477143,2.95,12,9.313318457557358,5.494857889958836e-05,0.9722099471180529,0.0008544384803969558,0.001444709393785479,-0.002296653050031612
0.8017817371937639,45.200445434298445,16.970562748477143,2.95,12,9.313318457557358,5.494857889958836e-05,0.9735148433515021,0.0008872500183798411,0.001414765195378565,-0.00229947784828671
1.6035634743875278,45.40089086859688,16.970562748477143,2.95,12,9.313318457557358,5.494857889958836e-05,0.9743821588484712,0.0009199750666223597,0.001384811995625998,-0.00230220933914718
2.4053452115812917,45.60133630289532,16.970562748477143,2.95,12,9.313318457557358,5.494857889958836e-05,0.9748113529226866,0.0009525956164373076,0.001354877182861441,-0.002304857059462462
4.008908685968819,46.00222717149221,16.970562748477143,2.95,12,9.313318457557358,5.494857889958836e-05,0.974412163769531,0.001017513701518455,0.001295111620560137,-0.002309939491694293
4.810690423162583,46.202672605790646,16.970562748477143,2.95,12,9.313318457557358,5.494857889958836e-05,0.9736000411120236,0.001049818225064636,0.001265289225736059,-0.002312388365225723
3.2071269487750556,45.801781737193764,16.970562748477143,2.95,12,9.313318457557358,5.494857889958836e-05,0.9748163309512518,0.0009851053851199752,0.001324977162550322,-0.00230743096383334
5.612472160356347,46.40311804008908,16.970562748477143,2.95,12,9.313318457557358,5.494857889958836e-05,0.9723465261683164,0.001082020195888564,0.001235510286616893,-0.002314779172088527
6.414253897550111,46.60356347438753,16.970562748477143,2.95,12,9.313318457557358,5.494857889958836e-05,0.9705835880683279,0.001114091190194035,0.001205799183232786,-0.002317108440753054
7.216035634743875,46.80400890868597,16.970562748477143,2.95,12,9.313318457557358,5.494857889958836e-05,0.9682320837090997,0.001146006700064659,0.001176172607269517,-0.00231936828834056
8.017817371937639,47.00445434298441,16.970562748477143,2.95,12,9.313318457557358,5.494857889958836e-05,0.9652310892661228,0.001177758396953525,0.001146626657175256,-0.002321546072660835
8.819599109131403,47.20489977728285,16.970562748477143,2.95,12,9.313318457557358,5.494857889958836e-05,0.961541010989374,0.001209339884024192,0.001117149871951414,-0.00232362365450201
11.224944320712694,47.806236080178174,16.970562748477143,2.95,12,9.313318457557358,5.494857889958836e-05,0.9454957214446394,0.001302925467496258,0.001029042490077385,-0.002329025742361066
9.621380846325167,47.40534521158129,16.970562748477143,2.95,12,9.313318457557358,5.494857889958836e-05,0.9570734589132861,0.001240740850367054,0.001087730737000151,-0.002325579272115737
10.42316258351893,47.605790645879736,16.970562748477143,2.95,12,9.313318457557358,5.494857889958836e-05,0.9517410056620881,0.001271938756099043,0.001058367832988186,-0.002327388887483583
12.026726057906458,48.00668151447661,16.970562748477143,2.95,12,9.313318457557358,5.494857889958836e-05,0.9383036205179661,0.00133369196775112,0.0009997335440058883,-0.002330459751232409
15.233853006681514,48.808463251670375,16.970562748477143,2.95,12,9.313318457557358,5.494857889958836e-05,0.900950215079225,0.00145428435035588,0.0008822960359839112,-0.002333530204519567
16.035634743875278,49.00890868596882,16.970562748477143,2.95,12,9.313318457557358,5.494857889958836e-05,0.8901038399738408,0.001483698180824294,0.0008528442911993068,-0.002333474213222301
12.828507795100222,48.207126948775056,16.970562748477143,2.95,12,9.313318457557358,5.494857889958836e-05,0.9301801557975736,0.001364231764361732,0.0009704159548716128,-0.002331659415887982
13.630289532293986,48.4075723830735,16.970562748477143,2.95,12,9.313318457557358,5.494857889958836e-05,0.921172140886868,0.001394526974034421,0.0009410749963887965,-0.002332592083688139
14.43207126948775,48.60801781737194,16.970562748477143,2.95,12,9.313318457557358,5.494857889958836e-05,0.9113776573517556,0.001424553116905734,0.0009117037273831638,-0.002333226240153761
16.83741648106904,49.209354120267264,16.970562748477143,2.95,12,9.313318457557358,5.494857889958836e-05,0.8790899114145009,0.00151277573487217,0.0008233397998971957,-0.002333030931596321
17.639198218262806,49.4097995545657,16.970562748477143,2.95,12,9.313318457557358,5.494857889958836e-05,0.8681964836335568,0.00154150145691706,0.0007937710051459576,-0.002332173637983611
18.44097995545657,49.61024498886414,16.970562748477143,2.95,12,9.313318457557358,5.494857889958836e-05,0.8577164881606331,0.001569860729449552,0.0007641284910491911,-0.002330878843508957
19.242761692650333,49.81069042316258,16.970562748477143,2.95,12,9.313318457557358,5.494857889958836e-05,0.8479243408007595,0.001597824364708469,0.0007344217472181157,-0.002329127438036224
20.044543429844097,50.01113585746103,16.970562748477143,2.95,12,9.313318457557358,5.494857889958836e-05,0.8390922514202388,0.001625374058547834,0.0007046507459690129,-0.002326901943013564
20.84632516703786,50.211581291759465,16.970562748477143,2.95,12,9.313318457557358,5.494857889958836e-05,0.8314502431297458,0.001652481078225744,0.0006748286522532816,-0.002324187687181518
21.648106904231625,50.4120267260579,16.970562748477143,2.95,12,9.313318457557358,5.494857889958836e-05,0.8251871132483392,0.001679127794128716,0.0006449604778638784,-0.002320973026481923
23.251670378619153,50.81291759465479,16.970562748477143,2.95,12,9.313318457557358,5.494857889958836e-05,0.8171355650571447,0.001730992248991802,0.0005850962894571467,-0.002313009621074429
22.44988864142539,50.61247216035635,16.970562748477143,2.95,12,9.313318457557358,5.494857889958836e-05,0.8204076718321639,0.001705304825818292,0.000615045430227461,-0.002317248957912526
24.053452115812917,51.01336302895323,16.970562748477143,2.95,12,9.313318457557358,5.494857889958836e-05,0.8153135903217706,0.00175617260672126,0.0005551249428364133,-0.002308250989073874
