magnet_depth,ratio,irms,degel,degmech,angle,x,y,magarea,torque_airgap,flux_a,flux_b,flux_c
0.1,0.6633333333333333,16.970562748477143,216.0,54.0,0,0.1,0.6633333333333333,2.526206308319773e-06,-0.1168153812971787,-0.0005880560436435123,0.0009241177678284421,-0.0003363834912530522
0.1,0.6633333333333333,16.970562748477143,225.0,56.25,0,0.1,0.6633333333333333,2.526206308319773e-06,-0.1165952896974267,-0.0004585695566226717,0.000923458745654265,-0.0004651862982559514
0.1,0.6633333333333333,16.970562748477143,234.0,58.5,0,0.1,0.6633333333333333,2.526206308319773e-06,-0.09790765421406708,-0.0003185379246048698,0.0009037084779707618,-0.000585312303838156
0.1,0.6633333333333333,16.970562748477143,243.0,60.75,0,0.1,0.6633333333333333,2.526206308319773e-06,-0.0870510444970014,-0.0001755254244334964,0.0008718362583479149,-0.0006961491879622523
0.1,0.6633333333333333,16.970562748477143,252.0,63.0,0,0.1,0.6633333333333333,2.526206308319773e-06,-0.08924902637222454,-3.198380878326009e-05,0.0008248086980362771,-0.0007924985420983909
0.1,0.6633333333333333,16.970562748477143,261.0,65.25,0,0.1,0.6633333333333333,2.526206308319773e-06,-0.09796747471552913,0.0001080312328807342,0.0007575617113364313,-0.0008652787819722251
0.1,0.6633333333333333,16.970562748477143,270.0,67.5,0,0.1,0.6633333333333333,2.526206308319773e-06,-0.1105856475689425,0.0002464136843576444,0.0006638606778770622,-0.0009099465899908985
0.1,0.7286666666666666,16.970562748477143,90.0,22.5,0,0.1,0.7286666666666666,2.525553490137797e-06,-0.09952813117834511,-0.0001926776045823589,-0.0006884254376557458,0.0008808169947412203
0.1,0.7286666666666666,16.970562748477143,99.0,24.75,0,0.1,0.7286666666666666,2.525553490137797e-06,-0.1031968786085865,-0.0003283394557027237,-0.0005751386504324816,0.0009032029963739348
0.1,0.7286666666666666,16.970562748477143,108.0,27.0,0,0.1,0.7286666666666666,2.525553490137797e-06,-0.07772389927596185,-0.0004582690873543528,-0.0004467443037252321,0.0009048316409542227
0.1,0.7286666666666666,16.970562748477143,117.0,29.25,0,0.1,0.7286666666666666,2.525553490137797e-06,-0.0621562994244947,-0.000579652712409543,-0.0003124138869212411,0.0008921272084471268
0.1,0.7286666666666666,16.970562748477143,126.0,31.5,0,0.1,0.7286666666666666,2.525553490137797e-06,-0.06178233703426361,-0.0006888609560765704,-0.0001758381456567199,0.0008650013134584757
0.1,0.7286666666666666,16.970562748477143,135.0,33.75,0,0.1,0.7286666666666666,2.525553490137797e-06,-0.07344583506984899,-0.0007814560702466026,-3.856421547164098e-05,0.0008203854041500535
