degel,degmech,irms,magnet_depth,ratio,halbach_side,i,angle,x,y,magarea,torque_airgap,flux_a,flux_b,flux_c
0.0,45.0,16.970562748477143,2,0.21,B,12,0,2,0.21,4.74411942235672e-05,0.9186215273179985,0.0004798632148566819,0.001559016823946583,-0.00203887896482393
0.8017817371937639,45.200445434298445,16.970562748477143,2,0.21,B,12,0,2,0.21,4.74411942235672e-05,0.9204435810294963,0.0005114967437925065,0.001536877576572019,-0.002048368539548289
1.6035634743875278,45.40089086859688,16.970562748477143,2,0.21,B,12,0,2,0.21,4.74411942235672e-05,0.9218315957145469,0.0005430194958060579,0.001514708949905822,-0.002057718027227951
2.4053452115812917,45.60133630289532,16.970562748477143,2,0.21,B,12,0,2,0.21,4.74411942235672e-05,0.9227950729979187,0.0005744198499731207,0.001492526901020793,-0.002066931676910606
3.2071269487750556,45.801781737193764,16.970562748477143,2,0.21,B,12,0,2,0.21,4.74411942235672e-05,0.9233331553988338,0.0006056844048575328,0.001470344437308766,-0.00207600896397792
4.008908685968819,46.00222717149221,16.970562748477143,2,0.21,B,12,0,2,0.21,4.74411942235672e-05,0.923460947113885,0.0006368025852052946,0.001448166199748989,-0.002084943714435954
4.810690423162583,46.202672605790646,16.970562748477143,2,0.21,B,12,0,2,0.21,4.74411942235672e-05,0.9231801082587243,0.0006677625313390209,0.001425989895686735,-0.002093721338723101
5.612472160356347,46.40311804008908,16.970562748477143,2,0.21,B,12,0,2,0.21,4.74411942235672e-05,0.9224717371803762,0.0006985494700038982,0.00140381092037849,-0.002102321778130282
6.414253897550111,46.60356347438753,16.970562748477143,2,0.21,B,12,0,2,0.21,4.74411942235672e-05,0.9213122872855735,0.000729147134130516,0.001381620240328986,-0.002110719047118726
8.819599109131403,47.20489977728285,16.970562748477143,2,0.21,B,12,0,2,0.21,4.74411942235672e-05,0.9147008919582859,0.0008196233151771642,0.001314852013800819,-0.002134379083957387
7.216035634743875,46.80400890868597,16.970562748477143,2,0.21,B,12,0,2,0.21,4.74411942235672e-05,0.9196634497546139,0.0007595396771835438,0.001359403947975457,-0.00211888277040937
8.017817371937639,47.00445434298441,16.970562748477143,2,0.21,B,12,0,2,0.21,4.74411942235672e-05,0.9174737841433541,0.0007897053435383834,0.001337151857096039,-0.002126780499157992
9.621380846325167,47.40534521158129,16.970562748477143,2,0.21,B,12,0,2,0.21,4.74411942235672e-05,0.9113230269676488,0.0008492785539831605,0.001292487470607602,-0.002141646118994848
10.42316258351893,47.605790645879736,16.970562748477143,2,0.21,B,12,0,2,0.21,4.74411942235672e-05,0.9073235864598612,0.0008786517430495411,0.001270046550864108,-0.00214855023532734
11.224944320712694,47.806236080178174,16.970562748477143,2,0.21,B,12,0,2,0.21,4.74411942235672e-05,0.9027098757611642,0.0009077268415289593,0.001247515342638768,-0.002155061290470156
12.026726057906458,48.00668151447661,16.970562748477143,2,0.21,B,12,0,2,0.21,4.74411942235672e-05,0.8974981369286743,0.000936490324014859,0.001224879217037341,-0.002161151194581252
13.630289532293986,48.4075723830735,16.970562748477143,2,0.21,B,12,0,2,0.21,4.74411942235672e-05,0.8853828346178588,0.0009929946593501989,0.001179266734882033,-0.002171955149624337
14.43207126948775,48.60801781737194,16.970562748477143,2,0.21,B,12,0,2,0.21,4.74411942235672e-05,0.8785649056927292,0.001020695664239952,0.001156274719112214,-0.002176614325791952
12.828507795100222,48.207126948775056,16.970562748477143,2,0.21,B,12,0,2,0.21,4.74411942235672e-05,0.891715814051508,0.0009649206820880398,0.001202131394142278,-0.002166791854316101
15.233853006681514,48.808463251670375,16.970562748477143,2,0.21,B,12,0,2,0.21,4.74411942235672e-05,0.8713419854273095,0.001048004233362506,0.001133148536739129,-0.002180743494140785
16.035634743875278,49.00890868596882,16.970562748477143,2,0.21,B,12,0,2,0.21,4.74411942235672e-05,0.8637929530073563,0.001074898627949313,0.001109884449608693,-0.002184317564552102
16.83741648106904,49.209354120267264,16.970562748477143,2,0.21,B,12,0,2,0.21,4.74411942235672e-05,0.8560547141140444,0.001101365100847944,0.001086470483823835,-0.002187311258412118
17.639198218262806,49.4097995545657,16.970562748477143,2,0.21,B,12,0,2,0.21,4.74411942235672e-05,0.8482575159685367,0.00112739272185594,0.001062895617065044,-0.002189703133599623
18.44097995545657,49.61024498886414,16.970562748477143,2,0.21,B,12,0,2,0.21,4.74411942235672e-05,0.8405431044581991,0.001152976769161804,0.001039149249291815,-0.002191478362180834
21.648106904231625,50.4120267260579,16.970562748477143,2,0.21,B,12,0,2,0.21,4.74411942235672e-05,0.8134189301863024,0.00125108021489848,0.0009421696122522724,-0.002192349621607443
19.242761692650333,49.81069042316258,16.970562748477143,2,0.21,B,12,0,2,0.21,4.74411942235672e-05,0.8330617030174967,0.001178123952211892,0.001015217323541065,-0.002192630144114659
