magnet_depth,irms,degel,degmech,magnet_width,magarea,torque_airgap,flux_a,flux_b,flux_c
0.7343547784937698,0.0,0,0.0,11.113500148919503,1.632034001743961e-05,0.0001241581579137169,1.421808538257978e-07,-0.001261630310919621,0.001261450271376593
0.7343547784937698,0.0,0,2.0,11.113500148919503,1.632034001743961e-05,-0.08586531228106929,-0.0001661417033458897,-0.001156538275501197,0.001321676438999867
0.7343547784937698,0.0,0,4.0,11.113500148919503,1.632034001743961e-05,-0.04754274347786999,-0.0003451213215197003,-0.001004963324589726,0.001348675534612654
0.7343547784937698,0.0,0,6.0,11.113500148919503,1.632034001743961e-05,-0.003819041599225649,-0.000534171184825045,-0.0008225532516373167,0.001355250766394368
0.7343547784937698,0.0,0,8.0,11.113500148919503,1.632034001743961e-05,0.0003718527915092668,-0.0007264479651232469,-0.0006306565254827043,0.001355631513796823
0.7343547784937698,0.0,0,10.0,11.113500148919503,1.632034001743961e-05,0.01776919802338777,-0.0009158252674016076,-0.0004391982095596932,0.001353568929455816
0.7343547784937698,0.0,0,12.0,11.113500148919503,1.632034001743961e-05,0.07841738928898559,-0.001085560772240443,-0.0002543285158738394,0.001338625687300581
0.7343547784937698,0.0,0,14.0,11.113500148919503,1.632034001743961e-05,0.05636605358422487,-0.001215142095647121,-8.19636885996895e-05,0.00129655412539305
0.7343547784937698,0.0,0,16.0,11.113500148919503,1.632034001743961e-05,-0.05597308964359646,-0.001296464522106923,8.160460449564938e-05,0.001215397080774769
0.7343547784937698,0.0,0,18.0,11.113500148919503,1.632034001743961e-05,-0.07849493321498394,-0.001338647414443116,0.0002539267760526181,0.001085969190023584
0.7343547784937698,0.0,0,20.0,11.113500148919503,1.632034001743961e-05,-0.01801898428260529,-0.001353654171750792,0.0004387095387993001,0.0009163821352443779
0.7343547784937698,0.0,0,22.0,11.113500148919503,1.632034001743961e-05,-0.0004287613442102576,-0.001355746979841296,0.000630136835651986,0.000727062612425265
0.7343547784937698,0.0,0,24.0,11.113500148919503,1.632034001743961e-05,0.003743914097002877,-0.001355373368456657,0.0008220459263542869,0.000534778002316159
0.7343547784937698,0.0,0,26.0,11.113500148919503,1.632034001743961e-05,0.04743626846715595,-0.001348838336204422,0.001004550300077064,0.0003456764729679066
0.7343547784937698,0.0,0,28.0,11.113500148919503,1.632034001743961e-05,0.08581349784929733,-0.001321860476408368,0.001156178300919031,0.0001666702531403299
0.7343547784937698,0.0,0,30.0,11.113500148919503,1.632034001743961e-05,0.0001249565808733402,-0.001261682669796672,0.001261364891762829,3.503324291099369e-07
0.7343547784937698,0.0,0,32.0,11.113500148919503,1.632034001743961e-05,-0.08576671220082982,-0.001156515759216962,0.001321572673035277,-0.0001659797213192619
0.7343547784937698,0.0,0,34.0,11.113500148919503,1.632034001743961e-05,-0.04745341042817411,-0.00100486960487688,0.001348556243115428,-0.0003450111917543984
0.7343547784937698,0.0,0,36.0,11.113500148919503,1.632034001743961e-05,-0.003644232989844233,-0.0008224113711473906,0.001355127149644488,-0.0005341063689724896
0.7343547784937698,0.0,0,38.0,11.113500148919503,1.632034001743961e-05,0.0003945128769810087,-0.0006305472240947203,0.001355536995948126,-0.0007263864367468836
0.7343547784937698,0.0,0,40.0,11.113500148919503,1.632034001743961e-05,0.01762615772276642,-0.000439089451541385,0.00135349978264314,-0.0009157945067137015
0.7343547784937698,0.0,0,42.0,11.113500148919503,1.632034001743961e-05,0.07837366335393815,-0.0002542737455205242,0.001338569864582203,-0.001085492668773828
0.7343547784937698,0.0,0,44.0,11.113500148919503,1.632034001743961e-05,0.05619296275364426,-8.189852891484615e-05,0.001296489071759426,-0.001215088065750904
0.7343547784937698,0.0,0,46.0,11.113500148919503,1.632034001743961e-05,-0.05587163662875487,8.173880686224689e-05,0.001215291542237966,-0.001296458704311656
0.7343547784937698,0.0,0,48.0,11.113500148919503,1.632034001743961e-05,-0.07843406522944749,0.0002540895669171779,0.001085834195280687,-0.001338651195443504
0.7343547784937698,0.0,0,50.0,11.113500148919503,1.632034001743961e-05,-0.01807782898916397,0.000438868611185174,0.0009162529031293375,-0.001353659847165805
0.7343547784937698,0.0,0,52.0,11.113500148919503,1.632034001743961e-05,-0.0004107204928266962,0.0006302909169625719,0.000726911044945376,-0.001355727160795311
0.7343547784937698,0.0,0,54.0,11.113500148919503,1.632034001743961e-05,0.003650581614007089,0.0008221819374208955,0.0005346220112437953,-0.001355334916047494
0.7343547784937698,0.0,0,56.0,11.113500148919503,1.632034001743961e-05,0.04744626610850768,0.001004717800879465,0.0003454980090394485,-0.001348813555238909
0.7343547784937698,0.0,0,58.0,11.113500148919503,1.632034001743961e-05,0.08615176684546741,0.001156331644727477,0.0001664975872495724,-0.001321839390486369
0.7343547784937698,0.0,0,60.0,11.113500148919503,1.632034001743961e-05,0.0002143054292242126,0.001261477769577442,2.464592288360266e-07,-0.00126171791860046
0.7343547784937698,0.0,0,62.0,11.113500148919503,1.632034001743961e-05,-0.08603549589948933,0.001321673132413779,-0.0001659887613864326,-0.00115666047227651
0.7343547784937698,0.0,0,64.0,11.113500148919503,1.632034001743961e-05,-0.04748493565807948,0.00134866954477046,-0.0003449517146928699,-0.001005103702836641
0.7343547784937698,0.0,0,66.0,11.113500148919503,1.632034001743961e-05,-0.00384429469243492,0.001355254451022011,-0.0005340244473795944,-0.0008226799269798911
0.7343547784937698,0.0,0,68.0,11.113500148919503,1.632034001743961e-05,0.0003894024372970988,0.001355667632246147,-0.0007263024661690462,-0.0006308173448307457
