degmech,irms,degel,magnet_depth,ratio,angle,magangle,halbach_side,create_by_angle,i,ratio_inner,ratio_outer,x,y,magarea,torque_airgap,flux_a,flux_b,flux_c
42.89532293986637,0,0,3,0.1,-8,-10,B,True,12,0.005864557006435303,0.19413544299356472,-8,-10,6.880319606540077e-05,0.008778990162005496,-0.0003405185939997967,0.002087885982412438,-0.001747885007362456
43.095768374164805,0,0,3,0.1,-8,-10,B,True,12,0.005864557006435303,0.19413544299356472,-8,-10,6.880319606540077e-05,0.005733056282506857,-0.0003083589198057451,0.002074380168972596,-0.001766467907313575
43.29621380846325,0,0,3,0.1,-8,-10,B,True,12,0.005864557006435303,0.19413544299356472,-8,-10,6.880319606540077e-05,0.003345988826804366,-0.0002761058225635436,0.002060513100680411,-0.001784787016835961
43.496659242761694,0,0,3,0.1,-8,-10,B,True,12,0.005864557006435303,0.19413544299356472,-8,-10,6.880319606540077e-05,0.00156298900644558,-0.0002437752131105946,0.002046308387769751,-0.001802849929759749
43.69710467706013,0,0,3,0.1,-8,-10,B,True,12,0.005864557006435303,0.19413544299356472,-8,-10,6.880319606540077e-05,0.0003095753081878537,-0.0002113789726639676,0.0020317865384747,-0.001820665220261813
43.89755011135857,0,0,3,0.1,-8,-10,B,True,12,0.005864557006435303,0.19413544299356472,-8,-10,6.880319606540077e-05,-0.0004904381632753693,-0.0001789271582864819,0.002016968354094301,-0.001838243755012743
44.097995545657014,0,0,3,0.1,-8,-10,B,True,12,0.005864557006435303,0.19413544299356472,-8,-10,6.880319606540077e-05,-0.0009120430183168448,-0.0001464306156930163,0.002001873088753075,-0.00185559424926764
44.29844097995546,0,0,3,0.1,-8,-10,B,True,12,0.005864557006435303,0.19413544299356472,-8,-10,6.880319606540077e-05,-0.001037742090947763,-0.0001138983738924723,0.001986517412929603,-0.00187272470111133
44.498886414253896,0,0,3,0.1,-8,-10,B,True,12,0.005864557006435303,0.19413544299356472,-8,-10,6.880319606540077e-05,-0.000947196756335046,-8.134125195139114e-05,0.001970917350711572,-0.001889640975690089
44.69933184855233,0,0,3,0.1,-8,-10,B,True,12,0.005864557006435303,0.19413544299356472,-8,-10,6.880319606540077e-05,-0.0007127155629136783,-4.877515091100405e-05,0.001955088899224137,-0.001906344773654538
44.89977728285078,0,0,3,0.1,-8,-10,B,True,12,0.005864557006435303,0.19413544299356472,-8,-10,6.880319606540077e-05,-0.0004022237715498777,-1.621312617918879e-05,0.001939048046207935,-0.001922838883335733
45.10022271714922,0,0,3,0.1,-8,-10,B,True,12,0.005864557006435303,0.19413544299356472,-8,-10,6.880319606540077e-05,-4.515420959422395e-05,1.635363213487752e-05,0.00192279782844388,-0.00193913022607056
45.30066815144766,0,0,3,0.1,-8,-10,B,True,12,0.005864557006435303,0.19413544299356472,-8,-10,6.880319606540077e-05,0.0003186616599174867,4.892115648917573e-05,0.00190634219909267,-0.001955215051800566
45.5011135857461,0,0,3,0.1,-8,-10,B,True,12,0.005864557006435303,0.19413544299356472,-8,-10,6.880319606540077e-05,0.0006513358302616496,8.14988012162632e-05,0.001889672432358085,-0.001971089212580037
45.70155902004454,0,0,3,0.1,-8,-10,B,True,12,0.005864557006435303,0.19413544299356472,-8,-10,6.880319606540077e-05,0.0008616087057016853,0.0001140720706119125,0.001872785054960154,-0.001986734129593134
45.902004454342986,0,0,3,0.1,-8,-10,B,True,12,0.005864557006435303,0.19413544299356472,-8,-10,6.880319606540077e-05,0.0008371439659769433,0.0001466157102668267,0.001855683577140432,-0.002002129811173308
46.102449888641424,0,0,3,0.1,-8,-10,B,True,12,0.005864557006435303,0.19413544299356472,-8,-10,6.880319606540077e-05,0.0004804353995099585,0.0001791172761892941,0.001838363564775955,-0.00201726020467351
46.30289532293986,0,0,3,0.1,-8,-10,B,True,12,0.005864557006435303,0.19413544299356472,-8,-10,6.880319606540077e-05,-0.0002991207061919983,0.0002115690517877346,0.001820814490077247,-0.002032107461948006
46.503340757238306,0,0,3,0.1,-8,-10,B,True,12,0.005864557006435303,0.19413544299356472,-8,-10,6.880319606540077e-05,-0.001582738003285733,0.0002439582893134392,0.001803028387834,-0.002046651015685349
46.70378619153675,0,0,3,0.1,-8,-10,B,True,12,0.005864557006435303,0.19413544299356472,-8,-10,6.880319606540077e-05,-0.003442131113149476,0.0002762772627945933,0.00178499293529976,-0.002060870908454939
46.90423162583519,0,0,3,0.1,-8,-10,B,True,12,0.005864557006435303,0.19413544299356472,-8,-10,6.880319606540077e-05,-0.005911799934000313,0.0003085227507535132,0.001766694441468603,-0.002074750192479265
47.104677060133625,0,0,3,0.1,-8,-10,B,True,12,0.005864557006435303,0.19413544299356472,-8,-10,6.880319606540077e-05,-0.009034170423816396,0.0003406822437791417,0.001748123575792361,-0.002088266956657648
47.30512249443207,0,0,3,0.1,-8,-10,B,True,12,0.005864557006435303,0.19413544299356472,-8,-10,6.880319606540077e-05,-0.01284367465105065,0.0003727377630234222,0.001729274199575376,-0.002101396344567033
47.505567928730514,0,0,3,0.1,-8,-10,B,True,12,0.005864557006435303,0.19413544299356472,-8,-10,6.880319606540077e-05,-0.01732909165115069,0.0004046725616506266,0.001710135172329221,-0.002114108742463179
47.70601336302895,0,0,3,0.1,-8,-10,B,True,12,0.005864557006435303,0.19413544299356472,-8,-10,6.880319606540077e-05,-0.02246883960610756,0.0004364702128077837,0.001690696187546211,-0.002126375937723788
47.90645879732739,0,0,3,0.1,-8,-10,B,True,12,0.005864557006435303,0.19413544299356472,-8,-10,6.880319606540077e-05,-0.02820644393909131,0.0004681155051836572,0.001670950077116581,-0.002138174540836272
48.10690423162583,0,0,3,0.1,-8,-10,B,True,12,0.005864557006435303,0.19413544299356472,-8,-10,6.880319606540077e-05,-0.03444921932043672,0.0004995977152442734,0.001650889601220819,-0.002149486051811192
48.30734966592428,0,0,3,0.1,-8,-10,B,True,12,0.005864557006435303,0.19413544299356472,-8,-10,6.880319606540077e-05,-0.04109060577136095,0.0005309083135495189,0.001630508557145942,-0.002160295909225658
48.507795100222715,0,0,3,0.1,-8,-10,B,True,12,0.005864557006435303,0.19413544299356472,-8,-10,6.880319606540077e-05,-0.04799841399633113,0.0005620431640428515,0.001609807097464219,-0.002170602077940372
