degmech,irms,degel,magnet_depth,i,magnet_width,magarea,torque_airgap,flux_a,flux_b,flux_c
0.0,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.0004421802427688648,2.022244003977141e-07,-0.002598181800324781,0.002597929904493892
0.20044543429844097,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.03595531234796048,-3.227210491839327e-05,-0.002582775139948508,0.002612786987107763
0.40089086859688194,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.071592056319353,-6.477333120998225e-05,-0.002566785940042224,0.002627086965967655
0.6013363028953229,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.1073192594114327,-9.739407820977546e-05,-0.002550063184985658,0.002640788447549314
0.8017817371937639,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.142992679966967,-0.0001302793109514705,-0.002532380147143722,0.002653838853221338
1.4031180400890868,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.2494296454942465,-0.0002308017991831893,-0.002473269779275881,0.002689112433226742
1.0022271714922049,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.1784700819348387,-0.0001635291226388747,-0.002513593662292531,0.002666213334466109
1.6035634743875278,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.2850860984929493,-0.0002646417938092076,-0.002452051018521492,0.002699740545057788
1.8040089086859687,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.3201540109552807,-0.0002988607981201354,-0.00242980464648161,0.00270978532376762
2.0044543429844097,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.3544651129262686,-0.0003333986470037282,-0.002406658933949019,0.002719301869962671
2.2048997772828507,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.3884374302411076,-0.0003678748415181737,-0.002383203215656184,0.002728432039184277
1.2026726057906458,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.2138788862821759,-0.0001970838034347936,-0.002493812252025164,0.002677948968388555
2.4053452115812917,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.420976962204445,-0.0004026404572027922,-0.002358943655961335,0.00273709825632201
2.6057906458797326,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.4503973171467925,-0.0004383226178807431,-0.002332995635597569,0.002745152546543311
2.8062360801781736,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.4763888700934133,-0.0004748399182513183,-0.002305510743750704,0.002752648510630927
3.0066815144766146,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.4992036750844671,-0.0005118568614650943,-0.002276997755810517,0.002759700867820786
3.2071269487750556,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.5180086527399611,-0.0005496109135934827,-0.002247130331719846,0.002766263491550876
3.4075723830734965,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.5323377508442592,-0.0005881970948350331,-0.002215791803664634,0.002772330461691829
3.6080178173719375,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.5425534611862564,-0.0006273463947610535,-0.002183387459418019,0.0027779910075317
4.008908685968819,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.5510029130690545,-0.0007070241305968836,-0.002115880840638439,0.002788232232443063
4.20935412026726,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.5490749704719349,-0.0007475828090357478,-0.002080759150030456,0.002792830778391192
3.8084632516703785,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.548900156181703,-0.0006669030135146971,-0.002150154630668362,0.002783300510735634
4.409799554565701,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.5434773417083321,-0.0007884020093497802,-0.0020450492595005,0.002797149110047214
4.610244988864142,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.5342176582806694,-0.0008294600895192265,-0.002008784795760702,0.002801197375469593
4.810690423162583,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.521196321709884,-0.0008707818489550804,-0.001971929790774621,0.002804971300368198
5.011135857461024,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.5043627652508357,-0.0009123628604111799,-0.001934486798547116,0.00280847159862888
5.211581291759465,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.4838160716087567,-0.0009541263930469479,-0.001896559215753494,0.002811714785772193
5.412026726057906,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.4595710292648599,-0.0009960270694265735,-0.001858203369011432,0.002814707608603504
5.612472160356347,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.431544171519435,-0.001038057814934207,-0.001819419016083809,0.002817445776991291
5.812917594654788,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.3996608651708798,-0.001080207635044399,-0.001780211466760931,0.002819925747419543
6.013363028953229,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.3639135931970408,-0.001122454606342768,-0.001740598761076651,0.002822144620053406
6.614699331848552,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.2346152185078915,-0.001249456147289123,-0.00161958638702074,0.002827184788639026
6.21380846325167,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.3243581899879065,-0.001164771541193315,-0.001700602361847047,0.002824097874058621
6.815144766146993,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.1851435831226224,-0.001291734126492855,-0.001578642532690465,0.002828308472962885
6.414253897550111,0,0,2.5,12,11.25877081724073,5.621240532580804e-05,-0.2811559247364082,-0.001207125043722781,-0.001660247740633777,0.002825779586773163
