degmech,irms,degel,magnet_depth,ratio,halbach_side,i,angle,x,y,magarea,torque_airgap,flux_a,flux_b,flux_c
0.20044543429844097,0,0,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,-0.005257095371886092,-3.924753074075339e-05,-0.002248615429825014,0.002287239919133959
0.0,0,0,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,0.0003699672445199062,-2.631878025475144e-07,-0.002268108231785876,0.002268373730468043
0.40089086859688194,0,0,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,-0.01052147103080926,-7.82839511642491e-05,-0.002228582042223982,0.002305631672346196
0.6013363028953229,0,0,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,-0.01523523621189777,-0.0001173558110704202,-0.002208091026911069,0.00232361235286769
0.8017817371937639,0,0,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,-0.01949256090656688,-0.0001563533026219284,-0.002187183777356583,0.002341084974713224
1.0022271714922049,0,0,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,-0.02330757615597213,-0.0001951936015012233,-0.002165868454065101,0.002357950720799177
1.2026726057906458,0,0,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,-0.02644624006186837,-0.0002338803752327005,-0.002144071804296005,0.002374144474583557
1.4031180400890868,0,0,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,-0.02846293371176065,-0.0002724971623541349,-0.00212182809725919,0.002389818581615404
1.6035634743875278,0,0,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,-0.02901302129569494,-0.0003111012908873646,-0.002099270831591422,0.002405192254438805
2.0044543429844097,0,0,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,-0.0255842033663153,-0.0003881295958194378,-0.002053489693525767,0.002435163941768081
1.8040089086859687,0,0,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,-0.0280016645483415,-0.0003496777233672465,-0.002076495489743771,0.00242035188972569
2.2048997772828507,0,0,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,-0.02190258485212914,-0.0004263793697404533,-0.002030204067390251,0.002449481775287761
2.4053452115812917,0,0,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,-0.01696593760851898,-0.0004644045533747996,-0.00200662829918569,0.00246327282295883
2.6057906458797326,0,0,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,-0.0107401512350045,-0.0005022282329500429,-0.001982786913063295,0.002476601630604948
2.8062360801781736,0,0,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,-0.003282703027343981,-0.000539862317283625,-0.001958695076654191,0.002489507388921307
3.0066815144766146,0,0,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,0.005161005361904499,-0.0005772725032879727,-0.00193435302310013,0.002501952021432856
3.2071269487750556,0,0,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,0.01420956084120276,-0.0006144067737631868,-0.001909762376222302,0.002513876653119077
3.4075723830734965,0,0,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,0.02348363228388352,-0.0006512211544698308,-0.001884920692732452,0.002525229992213652
3.6080178173719375,0,0,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,0.03265229114527594,-0.0006876954527294416,-0.001859814512130955,0.002535977549389544
3.8084632516703785,0,0,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,0.04143148936243787,-0.0007238245758000673,-0.001834432222821928,0.002546104675844129
4.008908685968819,0,0,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,0.04956946209908542,-0.0007596130466504641,-0.001808779747529288,0.002555628910402673
