degel,degmech,irms,magnet_depth,ratio,halbach_side,i,angle,x,y,magarea,torque_airgap,flux_a,flux_b,flux_c
0.0,45.0,16.970562748477143,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,1.135817441460302,0.0004188768512081634,0.002036083654525429,-0.002448118574912004
0.8017817371937639,45.200445434298445,16.970562748477143,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,1.132360219207172,0.0004590019238078458,0.002008380145145026,-0.002459985915473221
1.6035634743875278,45.40089086859688,16.970562748477143,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,1.128657979622891,0.0004990588648641929,0.001980445840078795,-0.002471562142661011
2.4053452115812917,45.60133630289532,16.970562748477143,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,1.12490627594032,0.000539031157798708,0.001952319848285815,-0.002482878097903209
3.2071269487750556,45.801781737193764,16.970562748477143,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,1.121203189916586,0.0005788690956574806,0.001924054419936795,-0.002493932353999389
4.008908685968819,46.00222717149221,16.970562748477143,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,1.117600578946261,0.0006185143088132084,0.001895693912789453,-0.002504701960283528
4.810690423162583,46.202672605790646,16.970562748477143,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,1.114214020655445,0.000657924386742077,0.001867256478755144,-0.00251515878284679
5.612472160356347,46.40311804008908,16.970562748477143,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,1.111153258399321,0.00069706780083076,0.001838747793368136,-0.002525275442734689
6.414253897550111,46.60356347438753,16.970562748477143,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,1.108547510368411,0.0007359335811566967,0.001810157070769472,-0.002535027493174916
7.216035634743875,46.80400890868597,16.970562748477143,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,1.10651230814218,0.0007745087147564549,0.001781484215906024,-0.002544400686476961
8.017817371937639,47.00445434298441,16.970562748477143,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,1.105157550405176,0.0008127788392654357,0.001752745985734165,-0.002553401693554739
8.819599109131403,47.20489977728285,16.970562748477143,3,0.4,A,12,0,3,0.4,6.880545781267383e-05,1.104561732465083,0.0008507358800934266,0.001723959101205516,-0.00256204430677278
