degmech,irms,degel,magnet_depth,i,magnet_width,magarea,torque_airgap,flux_a,flux_b,flux_c
0.0,0,0,1.5,12,11.156570016678703,3.345196944391341e-05,-0.0004798751427817203,-1.263629085943539e-06,-0.002047640442719699,0.002048890803989862
0.20044543429844097,0,0,1.5,12,11.156570016678703,3.345196944391341e-05,-0.0306490638829575,-2.985314520360266e-05,-0.002033054623771271,0.00206268633210327
0.40089086859688194,0,0,1.5,12,11.156570016678703,3.345196944391341e-05,-0.06010344764591365,-5.84665309997848e-05,-0.002017703154647987,0.002075740578575157
0.6013363028953229,0,0,1.5,12,11.156570016678703,3.345196944391341e-05,-0.08816439621541503,-8.713396802302142e-05,-0.002001577852272138,0.002088075506455245
0.8017817371937639,0,0,1.5,12,11.156570016678703,3.345196944391341e-05,-0.114293295257905,-0.0001158452833954952,-0.001984691693981075,0.002099696461712139
1.0022271714922049,0,0,1.5,12,11.156570016678703,3.345196944391341e-05,-0.1380378401787684,-0.0001445984693066123,-0.00196705483412162,0.002110612896049214
1.2026726057906458,0,0,1.5,12,11.156570016678703,3.345196944391341e-05,-0.1590553072869939,-0.0001733950470935021,-0.001948687768116182,0.002120847559641486
1.4031180400890868,0,0,1.5,12,11.156570016678703,3.345196944391341e-05,-0.1771663441557342,-0.0002022310617078015,-0.001929630882040695,0.002130436498874976
1.6035634743875278,0,0,1.5,12,11.156570016678703,3.345196944391341e-05,-0.1923113084087442,-0.0002311047289949123,-0.001909931286424635,0.002139424144892923
1.8040089086859687,0,0,1.5,12,11.156570016678703,3.345196944391341e-05,-0.2045219231185008,-0.0002600190157013987,-0.001889630989109756,0.002147855036885838
2.0044543429844097,0,0,1.5,12,11.156570016678703,3.345196944391341e-05,-0.2139204076694209,-0.0002889851231414283,-0.001868757848357674,0.002155768968808546
2.2048997772828507,0,0,1.5,12,11.156570016678703,3.345196944391341e-05,-0.220663369067119,-0.0003180182319945871,-0.001847336535110764,0.002163207207296418
