magnet_depth,ratio,halbach_side,irms,degel,degmech,angle,x,y,magarea,torque_airgap,flux_a,flux_b,flux_c
0.1,0.5326666666666666,B,0.0,0,22.5,0,0.1,0.5326666666666666,2.526288438376936e-06,5.331942459894102e-06,-0.0003336177535643099,0.0001665671199856113,0.000166544226151092
0.1,0.5326666666666666,B,0.0,0,27.0,0,0.1,0.5326666666666666,2.526288438376936e-06,-0.007799113223773582,-0.0003138492725055428,0.0002381714141276557,7.540230241478674e-05
0.1,0.5326666666666666,B,0.0,0,31.5,0,0.1,0.5326666666666666,2.526288438376936e-06,0.006965396592647367,-0.0002596667822357329,0.0002986490733303496,-3.885487492274781e-05
0.1,0.5326666666666666,B,0.0,0,36.0,0,0.1,0.5326666666666666,2.526288438376936e-06,0.001299926428341073,-0.0001921133362311782,0.0003318053068596287,-0.0001391999520168483
0.1,0.5326666666666666,B,0.0,0,40.5,0,0.1,0.5326666666666666,2.526288438376936e-06,-0.004889480633326205,-0.0001090651285397643,0.0003252749182299255,-0.0002157953265859406
0.1,0.5326666666666666,B,0.0,0,45.0,0,0.1,0.5326666666666666,2.526288438376936e-06,2.37810225144281e-05,-2.365467036554933e-09,0.0002802180684349813,-0.0002802185465061501
0.1,0.5326666666666666,B,0.0,0,49.5,0,0.1,0.5326666666666666,2.526288438376936e-06,0.004866602708666544,0.000109052287651685,0.0002158005027752392,-0.0003252708967106672
0.1,0.5326666666666666,B,0.0,0,54.0,0,0.1,0.5326666666666666,2.526288438376936e-06,-0.001290514060405746,0.000192127555156703,0.0001392130086343949,-0.0003318356608861517
0.1,0.5326666666666666,B,0.0,0,58.5,0,0.1,0.5326666666666666,2.526288438376936e-06,-0.006976056193865064,0.0002596914037267137,3.886703695128797e-05,-0.0002986895696335083
0.1,0.5326666666666666,B,0.0,0,63.0,0,0.1,0.5326666666666666,2.526288438376936e-06,0.007793977368877899,0.0003138596169049463,-7.534876000416668e-05,-0.0002382359651917879
0.1,0.5326666666666666,B,0.0,0,67.5,0,0.1,0.5326666666666666,2.526288438376936e-06,3.586450662814794e-06,0.0003336193446923813,-0.0001664820746224157,-0.0001666307658451692
0.1,0.5326666666666666,B,16.970562748477143,0,22.5,0,0.1,0.5326666666666666,2.526288438376936e-06,-3.349309596073819e-05,0.0005443765417340711,-0.0002722722483998127,-0.000272475076196989
0.1,0.5326666666666666,B,16.970562748477143,0,27.0,0,0.1,0.5326666666666666,2.526288438376936e-06,0.04873686430257009,0.0005663091534830855,-0.0002049983595058235,-0.0003614279898773662
0.1,0.5326666666666666,B,16.970562748477143,0,31.5,0,0.1,0.5326666666666666,2.526288438376936e-06,0.09778148982176121,0.0006306689039145837,-0.0001452462369168037,-0.000485165393841932
0.1,0.5326666666666666,B,16.970562748477143,0,36.0,0,0.1,0.5326666666666666,2.526288438376936e-06,0.1003285849816103,0.0007076613834635531,-0.0001078403313254102,-0.000599259416265625
0.1,0.5326666666666666,B,16.970562748477143,0,40.5,0,0.1,0.5326666666666666,2.526288438376936e-06,0.1126106605177351,0.0007909368838604007,-0.0001105215547963565,-0.0006799935055766684
0.1,0.5326666666666666,B,16.970562748477143,0,45.0,0,0.1,0.5326666666666666,2.526288438376936e-06,0.1523270028003635,0.0008897318161257195,-0.0001595980439283128,-0.0007301606530161116
0.1,0.5326666666666666,B,16.970562748477143,0,49.5,0,0.1,0.5326666666666666,2.526288438376936e-06,0.1413113101945877,0.001007159470194861,-0.0002376632967763181,-0.0007697542437312408
0.1,0.5326666666666666,B,16.970562748477143,0,54.0,0,0.1,0.5326666666666666,2.526288438376936e-06,0.1033591906506654,0.00111273629146608,-0.0003220528561112645,-0.0007909256347795636
0.1,0.5326666666666666,B,16.970562748477143,0,58.5,0,0.1,0.5326666666666666,2.526288438376936e-06,0.0682434137592735,0.001184163575980063,-0.000413286542515951,-0.0007707689040867632
0.1,0.5326666666666666,B,16.970562748477143,0,63.0,0,0.1,0.5326666666666666,2.526288438376936e-06,0.05169720162273598,0.001223904160344227,-0.000516893786385296,-0.0007066811338179036
0.1,0.5326666666666666,B,16.970562748477143,0,67.5,0,0.1,0.5326666666666666,2.526288438376936e-06,-1.061644360374665e-06,0.00123653370444783,-0.0006178280258155884,-0.0006182479762749869
0.1,0.598,B,0.0,0,22.5,0,0.1,0.598,2.525578174176351e-06,-3.760058299778676e-06,-0.0002782198714335915,0.0001387854457595618,0.0001389260493139326
0.1,0.598,B,0.0,0,27.0,0,0.1,0.598,2.525578174176351e-06,-0.003659571640455681,-0.000267683999408542,0.0002083216363339108,5.898773224217228e-05
0.1,0.598,B,0.0,0,31.5,0,0.1,0.598,2.525578174176351e-06,0.003009974767542325,-0.0002274989799792836,0.0002568554898359312,-2.914800918009778e-05
0.1,0.598,B,0.0,0,36.0,0,0.1,0.598,2.525578174176351e-06,0.0001937222124699585,-0.0001632661408903791,0.0002774994784003923,-0.0001137309840375005
0.1,0.598,B,0.0,0,40.5,0,0.1,0.598,2.525578174176351e-06,-0.001220047009853629,-8.743396318010597e-05,0.0002746197345705801,-0.00018671682038628
0.1,0.598,B,0.0,0,45.0,0,0.1,0.598,2.525578174176351e-06,6.538535927257112e-06,-2.823493526879679e-08,0.0002435806582857153,-0.0002435528377023423
0.1,0.598,B,0.0,0,49.5,0,0.1,0.598,2.525578174176351e-06,0.001216826547299825,8.7368771418205e-05,0.0001867440185949538,-0.0002745819274761842
0.1,0.598,B,0.0,0,54.0,0,0.1,0.598,2.525578174176351e-06,-0.0001963688144396451,0.0001632265593397091,0.0001137679804119756,-0.0002774972618511426
